,mains,oven,refrigerator,dishwaser,kitchen_outlets,kitchen_outlets,kitchen_outlets,kitchen_outlets,lighting,lighting,lighting,washer,microwave,bathroom_gfi,electric_heat,stove,dryer
11.29,188.26,0,7,0,23,30,1,0,82,0,1,0,4,1,0,0,0
11.3,184.95,0,6,0,22,30,1,0,82,0,1,0,4,1,0,0,0
11.31,184.42,0,6,0,19,29,1,0,82,0,1,0,4,1,0,0,0
11.32,185.86,0,7,0,19,29,1,0,82,0,1,0,4,1,0,0,0
11.33,183.8,0,6,0,21,28,1,0,82,0,1,0,4,1,0,0,0
11.34,183.51,0,7,0,20,28,1,0,82,0,1,0,4,1,0,0,0
11.35,185.78,0,6,0,22,28,1,0,82,0,1,0,4,1,0,0,0
11.36,182.39,0,7,0,20,28,1,0,82,0,1,0,4,1,0,0,0
11.37,182.52,0,7,0,20,27,1,0,82,0,1,0,4,1,0,0,0
11.38,184.92,0,7,0,20,27,1,0,82,0,1,0,4,1,0,0,0
11.39,181.97,0,7,0,20,27,1,0,82,0,1,0,4,1,0,0,0
11.4,181.84,0,7,0,21,27,1,0,82,0,1,0,4,1,0,0,0
11.41,183.05,0,7,0,23,27,1,0,83,0,1,0,4,1,0,0,0
11.42,182.25,0,6,0,20,27,1,0,83,0,1,0,4,1,0,0,0
11.43,182.92,0,7,0,20,27,1,0,83,0,1,0,4,1,0,0,0
11.44,186.32,0,6,0,21,29,1,0,83,0,1,0,4,1,0,0,0
11.45,398.26,0,214,0,25,28,1,0,83,0,1,0,4,1,0,0,0
11.46,382.81,0,201,0,23,28,1,0,83,0,1,0,4,1,0,0,0
11.47,373.71,0,198,0,21,26,1,0,83,0,1,0,4,1,0,0,0
11.48,369.59,0,197,0,22,23,1,0,84,0,1,0,4,1,0,0,0
11.49,368.34,0,197,0,21,23,1,0,83,0,2,0,4,1,0,0,0
11.5,366.08,0,192,0,23,23,1,0,83,0,1,0,4,1,0,0,0
11.51,366.27,0,194,0,24,23,1,0,84,0,1,0,4,1,0,0,0
11.52,362.69,0,193,0,21,23,1,0,84,0,1,0,4,1,0,0,0
11.53,361.73,0,190,0,22,23,1,0,83,0,2,0,4,1,0,0,0
11.54,360.99,0,186,0,22,23,1,0,83,0,1,0,4,1,0,0,0
11.55,359.01,0,186,0,21,23,1,0,84,0,1,0,4,1,0,0,0
11.56,358.32,0,188,0,21,23,1,0,83,0,1,0,4,1,0,0,0
11.57,360.99,0,185,0,23,23,1,0,83,0,1,0,4,1,0,0,0
11.58,357.4,0,184,0,21,23,1,0,83,0,1,0,4,1,0,0,0
11.59,176.54,0,7,0,20,23,1,0,83,0,1,0,4,1,0,0,0
12,178.96,0,7,0,23,24,1,0,82,0,1,0,4,1,0,0,0
12.01,176.15,0,6,0,20,24,1,0,82,0,2,0,4,1,0,0,0
12.02,175.97,0,7,0,21,24,1,0,82,0,1,0,4,1,0,0,0
12.03,179.34,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
12.04,176.42,0,7,0,19,24,1,0,83,0,1,0,4,1,0,0,0
12.05,175.22,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.06,179.14,0,6,0,25,23,1,0,82,0,1,0,4,1,0,0,0
12.07,175.15,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.08,175.47,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.09,177.96,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.1,179.55,0,7,0,21,24,1,0,82,0,2,0,4,1,0,0,0
12.11,175.57,0,7,0,24,24,1,0,82,0,1,0,4,1,0,0,0
12.12,174.9,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.13,177.71,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
12.14,175.89,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
12.15,175.38,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.16,177.47,0,6,0,22,23,1,0,82,0,1,0,4,1,0,0,0
12.17,174.93,0,6,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.18,175.7,0,6,0,22,24,2,0,82,0,1,0,4,1,0,0,0
12.19,174.91,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.2,174.48,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
12.21,175.22,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
12.22,178.55,0,7,0,26,24,1,0,82,0,1,0,4,1,0,0,0
12.23,174.84,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
12.24,175.03,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.25,176.42,0,7,0,22,24,1,0,82,0,1,0,4,1,0,0,0
12.26,175.4,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
12.27,174.41,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.28,180.11,0,6,0,23,23,1,0,82,0,1,0,4,1,0,0,0
12.29,177.69,0,7,0,21,24,1,0,82,0,1,0,4,1,0,0,0
12.3,174.76,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
12.31,175.6,0,7,0,20,24,1,0,82,0,2,0,4,1,0,0,0
12.32,179.73,0,7,0,22,26,1,0,82,0,1,0,4,1,0,0,0
12.33,178.42,0,7,0,20,26,1,0,82,0,1,0,4,1,0,0,0
12.34,176.9,0,7,0,21,26,1,0,82,0,1,0,4,1,0,0,0
12.35,180.84,0,7,0,22,26,1,0,82,0,1,0,4,1,0,0,0
12.36,175.12,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
12.37,373.82,0,201,0,21,22,1,0,83,0,1,0,4,1,0,0,0
12.38,367.59,0,196,0,21,23,1,0,83,0,1,0,4,1,0,0,0
12.39,365.84,0,198,0,21,23,1,0,83,0,1,0,4,1,0,0,0
12.4,363.8,0,197,0,22,23,1,0,83,0,1,0,4,1,0,0,0
12.41,364.42,0,191,0,23,23,1,0,83,0,1,0,4,1,0,0,0
12.42,363,0,193,0,23,22,1,0,83,0,1,0,4,1,0,0,0
12.43,359.41,0,190,0,24,23,1,0,83,0,1,0,4,1,0,0,0
12.44,358.26,0,190,0,22,23,1,0,83,0,2,0,4,1,0,0,0
12.45,356.8,0,189,0,21,22,1,0,83,0,2,0,4,1,0,0,0
12.46,354.28,0,184,0,20,23,1,0,83,0,2,0,4,1,0,0,0
12.47,354.96,0,186,0,22,23,1,0,83,0,2,0,4,1,0,0,0
12.48,175.07,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.49,175.67,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.5,175.71,0,6,0,22,24,1,0,82,0,1,0,4,1,0,0,0
12.51,178.02,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
12.52,174.41,0,6,0,23,24,1,0,82,0,1,0,4,1,0,0,0
12.53,174.55,0,7,0,19,23,1,0,82,0,2,0,4,1,0,0,0
12.54,177.38,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
12.55,173.93,0,6,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.56,176.64,0,6,0,22,23,1,0,82,0,1,0,4,1,0,0,0
12.57,178.7,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
12.58,173.68,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
12.59,174.97,0,6,0,19,24,1,0,82,0,1,0,4,1,0,0,0
13,175.07,0,6,0,26,23,1,0,82,0,1,0,4,1,0,0,0
13.01,174.31,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.02,174.05,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
13.03,175.81,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
13.04,174.09,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.05,174.39,0,6,0,22,23,1,0,82,0,2,0,4,1,0,0,0
13.06,175.33,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.07,174.61,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
13.08,174.23,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.09,174.4,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
13.1,177.72,0,6,0,23,24,1,0,82,0,1,0,4,1,0,0,0
13.11,174.86,0,6,0,22,23,1,0,82,0,1,0,4,1,0,0,0
13.12,174.5,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
13.13,174.59,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.14,174.22,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.15,174.24,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
13.16,174.44,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
13.17,174.08,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
13.18,175.08,0,7,0,24,24,1,0,82,0,1,0,4,1,0,0,0
13.19,177.09,0,6,0,24,23,1,0,82,0,2,0,4,1,0,0,0
13.2,178.67,0,7,0,20,26,1,0,82,0,1,0,4,1,0,0,0
13.21,177.48,0,6,0,21,26,1,0,82,0,1,0,4,1,0,0,0
13.22,177.74,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
13.23,178.04,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
13.24,174.66,0,7,0,19,24,1,0,82,0,2,0,4,1,0,0,0
13.25,176.3,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.26,175.29,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.27,174.27,0,7,0,22,23,1,0,82,0,2,0,4,1,0,0,0
13.28,177.82,0,7,0,20,23,1,0,82,0,2,0,4,1,0,0,0
13.29,175.37,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
13.3,175.88,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.31,177.38,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
13.32,178.13,0,6,0,22,23,1,0,82,0,1,0,4,1,0,0,0
13.33,175.23,0,7,0,20,23,1,0,81,0,1,0,4,1,0,0,0
13.34,405.53,0,234,1,21,23,1,0,83,0,1,0,4,1,0,0,0
13.35,371.3,0,203,0,29,23,1,0,83,0,1,0,4,1,0,0,0
13.36,367.83,0,197,0,22,22,1,0,83,0,2,0,4,1,0,0,0
13.37,366.49,0,196,0,20,22,1,0,83,0,1,0,4,1,0,0,0
13.38,366.16,0,196,0,20,23,1,0,83,0,2,0,4,1,0,0,0
13.39,362.79,0,195,0,22,23,1,0,83,0,2,0,4,1,0,0,0
13.4,361.71,0,192,0,23,23,1,0,83,0,1,0,4,1,0,0,0
13.41,361.54,0,190,0,23,23,1,0,83,0,1,0,4,1,0,0,0
13.42,359.24,0,188,0,25,23,1,0,83,0,2,0,4,1,0,0,0
13.43,359.05,0,188,0,26,23,1,0,83,0,1,0,4,1,0,0,0
13.44,361.72,0,188,0,21,23,1,0,83,0,1,0,4,1,0,0,0
13.45,358.58,0,187,0,22,23,1,0,83,0,1,0,4,1,0,0,0
13.46,359.17,0,186,0,25,23,1,0,83,0,1,0,4,1,0,0,0
13.47,180,0,7,0,24,23,1,0,82,0,1,0,4,1,0,0,0
13.48,180.22,0,7,0,24,24,1,0,82,0,1,0,4,1,0,0,0
13.49,180.92,0,6,0,24,23,1,0,82,0,1,0,4,1,0,0,0
13.5,178.9,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
13.51,180.96,0,7,0,26,23,1,0,82,0,1,0,4,1,0,0,0
13.52,179.46,0,7,0,23,23,2,0,82,0,1,0,4,1,0,0,0
13.53,179.62,0,6,0,24,23,1,0,82,0,1,0,4,1,0,0,0
13.54,178.71,0,7,0,24,23,1,0,82,0,1,0,4,1,0,0,0
13.55,178.71,0,6,0,23,24,1,0,82,0,1,0,4,1,0,0,0
13.56,178.95,0,6,0,22,23,1,0,82,0,1,0,4,1,0,0,0
13.57,180.2,0,7,0,23,24,1,0,82,0,1,0,4,1,0,0,0
13.58,179.39,0,7,0,24,24,1,0,82,0,2,0,4,1,0,0,0
13.59,174.95,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14,175.87,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.01,174.79,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
14.02,174.52,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.03,178.31,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
14.04,175.17,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.05,175.34,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.06,178.83,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.07,174.6,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
14.08,178.06,0,7,0,21,26,1,0,82,0,1,0,4,1,0,0,0
14.09,180.44,0,7,0,21,26,1,0,82,0,1,0,4,1,0,0,0
14.1,176.77,0,7,0,20,26,1,0,82,0,1,0,4,1,0,0,0
14.11,177.28,0,7,0,19,26,1,0,82,0,1,0,4,1,0,0,0
14.12,174.23,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.13,175.66,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.14,174.76,0,6,0,21,23,1,0,82,0,2,0,4,1,0,0,0
14.15,174.66,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.16,174.42,0,7,0,24,23,1,0,82,0,1,0,4,1,0,0,0
14.17,174.05,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.18,174.69,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.19,174.66,0,6,0,25,24,1,0,82,0,2,0,4,1,0,0,0
14.2,174.89,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
14.21,175.33,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.22,175.2,0,6,1,23,24,1,0,82,0,1,0,4,1,0,0,0
14.23,400.92,0,231,1,21,22,1,0,83,0,1,0,4,1,0,0,0
14.24,368.37,0,201,0,21,22,1,0,83,0,1,0,4,1,0,0,0
14.25,366.98,0,196,0,21,22,1,0,83,0,1,0,4,1,0,0,0
14.26,363.4,0,194,0,21,22,1,0,83,0,1,0,4,1,0,0,0
14.27,362.42,0,195,0,22,22,1,0,83,0,1,0,4,1,0,0,0
14.28,364.25,0,191,0,24,22,1,0,83,0,1,0,4,1,0,0,0
14.29,358.52,0,191,0,20,23,1,0,83,0,2,0,4,1,0,0,0
14.3,358.03,0,190,0,24,23,1,0,83,0,2,0,4,1,0,0,0
14.31,357.45,0,187,0,20,23,1,0,83,0,2,0,4,1,0,0,0
14.32,358.64,0,188,0,23,23,1,0,83,0,1,0,4,1,0,0,0
14.33,355.33,0,184,0,23,23,1,0,83,0,2,0,4,1,0,0,0
14.34,174.43,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.35,174.69,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
14.36,174.68,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
14.37,174.73,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
14.38,174.94,0,6,0,27,23,1,0,82,0,1,0,4,1,0,0,0
14.39,175.07,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.4,175.32,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.41,175.06,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
14.42,175.57,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
14.43,174.68,0,6,0,21,23,1,0,82,0,1,0,4,1,0,0,0
14.44,179.02,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.45,175.19,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.46,175.75,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
14.47,178.13,0,6,0,20,24,1,0,82,0,2,0,4,1,0,0,0
14.48,175.71,0,7,0,21,24,1,0,82,0,1,0,4,1,0,0,0
14.49,175.77,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
14.5,176.16,0,7,0,20,24,1,0,82,0,2,0,4,1,0,0,0
14.51,177.42,0,6,0,23,23,1,0,82,0,2,0,4,1,0,0,0
14.52,175.76,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.53,174.91,0,7,0,20,24,1,0,82,0,2,0,4,1,0,0,0
14.54,174.86,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
14.55,176.56,0,6,0,22,26,1,0,82,0,1,0,4,1,0,0,0
14.56,176.98,0,7,0,22,26,1,0,82,0,1,0,4,1,0,0,0
14.57,177.37,0,7,0,22,26,1,0,82,0,1,0,4,1,0,0,0
14.58,176.31,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
14.59,174.38,0,6,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15,178.09,0,6,0,24,23,1,0,82,0,1,0,4,1,0,0,0
15.01,174.2,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15.02,174.01,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.03,174.35,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15.04,173.53,0,7,0,21,23,1,0,81,0,1,0,4,1,0,0,0
15.05,173.65,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
15.06,173.87,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.07,174.36,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.08,174.51,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15.09,174.46,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.1,174.62,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.11,174.02,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.12,175.62,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.13,178.27,0,7,0,33,23,1,0,82,0,1,0,4,1,0,0,0
15.14,174.87,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.15,175.08,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
15.16,177.09,0,7,0,20,24,1,0,82,0,1,0,4,1,0,0,0
15.17,174.71,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.18,174.85,0,7,0,21,24,1,0,82,0,1,0,4,1,0,0,0
15.19,175.32,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
15.2,374.06,0,205,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15.21,366.43,0,197,0,20,23,1,0,82,0,2,0,4,1,0,0,0
15.22,365.86,0,195,0,24,22,1,0,82,0,1,0,4,1,0,0,0
15.23,362.28,0,194,0,22,23,1,0,82,0,1,0,4,1,0,0,0
15.24,362.21,0,194,0,20,23,1,0,83,0,2,0,4,1,0,0,0
15.25,361.71,0,193,0,22,23,1,0,82,0,1,0,4,1,0,0,0
15.26,359.76,0,188,0,20,22,1,0,83,0,2,0,4,1,0,0,0
15.27,360.55,0,188,0,24,23,1,0,83,0,2,0,4,1,0,0,0
15.28,362.52,0,187,0,27,23,1,0,82,0,1,0,4,1,0,0,0
15.29,360.12,0,185,0,26,22,1,0,83,0,2,0,4,1,0,0,0
15.3,356.77,0,183,0,27,23,1,0,83,0,2,0,4,1,0,0,0
15.31,180.61,0,7,0,25,23,1,0,82,0,1,0,4,1,0,0,0
15.32,177.6,0,6,0,21,23,1,0,82,0,1,0,4,1,0,0,0
15.33,174.73,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.34,175.3,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
15.35,177.04,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
15.36,174.39,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.37,173.82,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.38,175.59,0,7,0,23,23,1,0,82,0,1,0,4,1,0,0,0
15.39,174.69,0,7,0,19,24,1,0,82,0,1,0,4,1,0,0,0
15.4,173.84,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
15.41,174.79,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.42,174.64,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
15.43,176.83,0,6,0,22,26,1,0,82,0,1,0,4,1,0,0,0
15.44,177.33,0,7,0,21,26,1,0,82,0,2,0,4,1,0,0,0
15.45,175.64,0,7,0,20,26,1,0,82,0,1,0,4,1,0,0,0
15.46,177.17,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
15.47,177.39,0,7,0,25,23,1,0,81,0,1,0,4,1,0,0,0
15.48,173.33,0,7,0,19,24,1,0,81,0,1,0,4,1,0,0,0
15.49,172.37,0,6,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.5,173.04,0,7,0,25,23,1,0,82,0,1,0,4,1,0,0,0
15.51,175.6,0,6,0,23,23,1,0,82,0,2,0,4,1,0,0,0
15.52,173.95,0,7,0,23,23,1,0,82,0,2,0,4,1,0,0,0
15.53,174.69,0,7,0,22,23,1,0,82,0,1,0,4,1,0,0,0
15.54,174.87,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.55,173.5,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.56,174.12,0,7,0,19,23,1,0,82,0,1,0,4,1,0,0,0
15.57,174.43,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.58,173.56,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
15.59,174.77,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16,177.05,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.01,174.78,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.02,174.17,0,6,0,19,24,1,0,82,0,2,0,4,1,0,0,0
16.03,177.91,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.04,173.63,0,6,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.05,174.42,0,7,0,22,24,1,0,82,0,1,0,4,1,0,0,0
16.06,174.9,0,7,0,22,24,1,0,82,0,1,0,4,1,0,0,0
16.07,174.53,0,7,0,21,23,1,0,82,0,1,0,4,1,0,0,0
16.08,173.3,0,7,0,20,24,1,0,81,0,1,0,4,1,0,0,0
16.09,371.45,0,204,0,21,23,1,0,82,0,1,0,4,1,0,0,0
16.1,366.17,0,196,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.11,363.18,0,198,0,22,23,1,0,82,0,1,0,4,1,0,0,0
16.12,361.08,0,196,0,21,22,1,0,82,0,1,0,4,1,0,0,0
16.13,360.05,0,191,0,21,22,1,0,82,0,1,0,4,1,0,0,0
16.14,356.73,0,191,0,21,22,1,0,82,0,1,0,4,1,0,0,0
16.15,356.56,0,192,0,21,23,1,0,82,0,2,0,4,1,0,0,0
16.16,358,0,188,0,24,23,1,0,82,0,2,0,4,1,0,0,0
16.17,353.59,0,188,0,21,23,1,0,82,0,1,0,4,1,0,0,0
16.18,353.16,0,184,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.19,175.88,0,7,0,22,24,1,0,82,0,1,0,4,1,0,0,0
16.2,173.12,0,6,0,20,23,1,0,81,0,1,0,4,1,0,0,0
16.21,173.09,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.22,176.91,0,6,0,22,24,1,0,81,0,2,0,4,1,0,0,0
16.23,173.62,0,6,0,20,24,1,0,81,0,1,0,4,1,0,0,0
16.24,173.61,0,7,0,20,23,1,0,81,0,1,0,4,1,0,0,0
16.25,174.31,0,6,0,20,23,1,0,81,0,1,0,4,1,0,0,0
16.26,172.31,0,6,0,19,23,1,0,81,0,2,0,4,1,0,0,0
16.27,172.18,0,6,0,19,24,1,0,81,0,1,0,4,1,0,0,0
16.28,176.22,0,6,0,20,24,1,0,81,0,1,0,4,1,0,0,0
16.29,173.03,0,6,1,20,23,1,0,81,0,1,0,4,1,0,0,0
16.3,173,0,7,0,19,23,1,0,81,0,1,0,4,1,0,0,0
16.31,175.57,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
16.32,177.17,0,6,0,21,26,1,0,81,0,1,0,4,1,0,0,0
16.33,175.73,0,6,0,21,26,1,0,81,0,1,0,4,1,0,0,0
16.34,175.61,0,6,0,20,26,1,0,82,0,1,0,4,1,0,0,0
16.35,172.09,0,7,0,20,23,1,0,82,0,1,0,4,1,0,0,0
16.36,172.29,0,6,0,20,24,1,0,82,0,1,0,4,1,0,0,0
16.37,273.72,0,6,0,21,24,1,0,165,0,1,0,4,1,0,0,0
16.38,274.29,0,6,0,23,23,1,0,165,0,1,0,4,1,0,0,0
16.39,271.36,0,7,0,20,23,1,0,164,0,1,0,4,1,0,0,0
16.4,270.08,0,6,0,20,23,1,0,163,0,2,0,4,1,0,0,0
16.41,203.62,0,6,0,23,23,1,0,83,0,1,0,4,1,0,0,0
16.42,200.63,0,6,0,21,23,1,0,83,0,1,0,4,1,0,0,0
16.43,209.15,0,6,0,21,24,1,0,82,9,1,0,4,1,0,0,0
16.44,209.34,0,6,0,22,23,1,0,82,9,1,0,4,1,0,0,0
16.45,207.84,0,6,0,19,23,1,0,82,9,1,0,4,1,0,0,0
16.46,207.56,0,7,0,20,23,1,0,82,8,1,0,4,1,0,0,0
16.47,208.06,0,7,0,23,23,1,0,81,8,1,0,4,1,0,0,0
16.48,199.18,0,6,0,20,23,1,0,81,0,1,0,4,1,0,0,0
16.49,198.76,0,6,0,23,23,1,0,81,0,1,0,4,1,0,0,0
16.5,199.6,0,6,0,24,23,1,0,81,0,1,0,4,1,0,0,0
16.51,199.18,0,6,0,29,23,1,0,81,0,1,0,4,1,0,0,0
16.52,198.31,0,7,0,20,23,1,0,81,0,1,0,4,1,0,0,0
16.53,198.22,0,7,0,22,23,1,0,81,0,1,0,4,1,0,0,0
16.54,200.13,0,6,0,25,23,1,0,80,0,1,0,4,1,0,0,0
16.55,196.84,0,6,0,20,23,1,0,80,0,1,0,4,1,0,0,0
16.56,384.83,0,6,0,24,24,1,0,286,0,1,1,4,1,0,0,0
16.57,384.11,0,6,0,20,23,1,0,288,0,1,1,4,1,0,0,0
16.58,383.1,0,6,0,20,23,1,0,287,0,1,1,4,1,0,0,0
16.59,381.47,0,6,0,20,23,1,0,286,0,1,1,4,1,0,0,0
17,595.19,0,211,0,24,23,1,0,288,0,1,1,4,2,0,0,0
17.01,579.61,0,202,0,21,22,1,0,287,0,1,1,4,2,0,0,0
17.02,576.36,0,195,0,21,22,1,0,286,0,1,1,4,1,0,0,0
17.03,574.58,0,196,0,21,22,1,0,285,0,1,1,4,1,0,1,0
17.04,573.34,0,192,0,21,22,1,0,285,0,1,1,4,1,0,0,0
17.05,569.43,0,191,0,22,23,1,0,285,0,2,1,4,1,0,0,0
17.06,569.83,0,189,0,23,22,1,0,285,0,2,1,4,2,0,0,0
17.07,666.62,0,191,0,21,22,1,0,285,50,33,1,4,2,0,0,0
17.08,760.92,0,188,0,21,78,1,0,285,59,39,1,5,2,0,0,0
17.09,3374.6,0,189,0,27,71,1050,2,277,61,55,1,1559,12,7,7,0
17.1,1842,0,187,0,21,67,1073,5,281,63,59,1,2,0,0,2,0
17.11,3341,0,186,0,20,78,1052,2,277,64,57,1,1516,12,7,7,0
17.12,773.4,0,189,0,24,66,1,0,285,66,56,1,4,2,0,1,0
17.13,766.66,0,184,0,24,78,1,0,285,66,56,1,4,2,0,0,0
17.14,589.3,0,6,0,21,69,1,0,284,65,57,1,5,1,0,0,0
17.15,597.29,0,6,0,21,70,1,0,285,65,58,1,4,1,0,0,0
17.16,570.71,0,6,0,24,70,1,0,259,65,59,1,4,1,0,0,0
